tweets,clean_tweets,sentiment,score
"RT @parkbogumfamiIy: 21.06.09 🤗 
17.06.09 | #CocaCola

4 years ago . . .  . . ✍️ @BOGUMMY 

#박보검 #ParkBoGum #パクボゴム
#朴寶劍 #พัคโบกอม
#WeWillWa…",rt 210609 170609 cocacola 4 years ago 박보검 parkbogum パクボゴム 朴寶劍 พคโบกอม wewillwa,neutral,0.0
Check out Vintage Coca Cola Go Better With Coke Glass Libbey 1950 1959 16oz #CocaCola https://t.co/w6V2JQwMyd via @eBay,check vintage coca cola go better coke glass libbey 1950 1959 16oz cocacola via,positive,0.5
The SICK PEOPLE ON INTERNET these days. My God!! #CocaColaforlife #cocacola https://t.co/8hiJV9I9nB,sick people internet days god cocacolaforlife cocacola,negative,-0.7142857142857143
Check out Vintage Coca Cola Checkerboard Set of 4 Glasses #CocaCola https://t.co/mOSlHT5JRi via @eBay,check vintage coca cola checkerboard set 4 glasses cocacola via,neutral,0.0
"Coca-ColaGalvanized Tray. Approximately 16"""" by 11.5"""", 2.25"""" """"deep"""". https://t.co/RYkNSS6TFY

#vintage #coke… https://t.co/rssDIcR0U0",cocacolagalvanized tray approximately 16 115 225 deep vintage coke,neutral,0.0
@hannamontazami living her Fanta™-sy in the grapest t-shirt of all time. 🍇  #wildfoxcouture #cocacola #coke #fanta… https://t.co/gcfCaTBNXU,living fantasy grapest tshirt time wildfoxcoutu cocacola coke fanta,positive,0.13636363636363635
"Classic""""Drink Coca Cola"""" sign. Tin with cardboard backing. Approximately 8 3/8"""" across, 6.5"""" tall. Excellent co… https://t.co/W9FN0VJEzG",classicdrink coca cola sign tin cardboard backing approximately 8 38 across 65 tall excellent co,neutral,0.0
Check out Vintage Set of 6 Coca Cola Glasses Women Holding Coke Bottle #CocaCola https://t.co/BtrwlT6Pv9 via @eBay,check vintage set 6 coca cola glasses women holding coke bottle cocacola via,neutral,0.0
Check out Vintage Set of 4 Things Coca Cola Go Better With Coke Glasses Gibson 1960 1969 #CocaCola https://t.co/xGLzBikGY9 via @eBay,check vintage set 4 things coca cola go better coke glasses gibson 1960 1969 cocacola via,positive,0.5
"From episode 108: https://t.co/84IuzQ44dW
#cocacola #coke #soviet #ussr #backinussr #russia #sovietunion #story… https://t.co/bdR1ZRDrTF",episode 108 cocacola coke soviet ussr backinussr russia sovietunion story,neutral,0.0
"@HeartlandCoke Hello, will you be opening a Coca Cola museum on historic Main Street in St. Charles, MO? 
#CocaCola 
#TalkOnTheStreet",hello opening coca cola museum historic main stet st charles mo cocacola talkonthestet,positive,0.08333333333333333
Did you know this? #CocaCola Never give up! https://t.co/LyGfZUt982,know cocacola never give,neutral,0.0
NEW RELEASE: https://t.co/hBjG9ZcoFK #PEPSI #coke #CocaCola #popcanairplane #popcanairplaneplans #sodacanairplane… https://t.co/1AgtnPo3Yo,new lease pepsi coke cocacola popcanairplane popcanairplaneplans sodacanairplane,positive,0.13636363636363635
"Verity Platt argues that monuments are ""ideological powerhouses."" Why is Stone Mountain Park continuing to celebrat… https://t.co/YLSeAFvBtK",verity platt argues monuments ideological powerhouses stone mountain park continuing celebrat,neutral,0.0
Ni chance me dio de tomarme la respectiva #cocacola super busy day,chance dio tomarme spectiva cocacola super busy day,positive,0.3333333333333333
RT @StinoLeThwenny: We  @stino_le_thwenny had to be part of this amazing &amp; fun concep by creating our magic using the #cocacola can. You ca…,rt part amazing amp fun concep cating magic using cocacola,positive,0.4
"RT @buzzvale: No doubt, the Coca-cola brand is by far the foremost soft drink worldwide, hence its distributorship &gt;&gt;&gt; https://t.co/sCeasjk…",rt doubt cocacola brand far fomost soft drink worldwide hence distributorship gtgtgt,positive,0.1
Emanuele Catalano likes Saturday night! #CocaCola #EstrellaDamm #microsoft #Apple https://t.co/51nvkBNkYb https://t.co/ojObeRebEq,emanuele catalano likes saturday night cocacola estlladamm microsoft apple,neutral,0.0
"A Coke with Timbs, Locs and Cap leaning. Young Sisters Brothers Magazine. June July 1993 #cocacola #janetjackson… https://t.co/Q4crlMixZM",coke timbs locs cap leaning young sisters brothers magazine june july 1993 cocacola janetjackson,positive,0.1
"“Due to your company’s support of the out-of-control cancel culture and bigoted leftist mob, the Surry Board of Cou… https://t.co/u5iyB3YvEk",due companys support outofcontrol cancel cultu bigoted leftist mob surry board cou,negative,-0.0875
Taste the feeling baby #cocacola  #cokestudio #coke https://t.co/p1uKVMrPLl,taste feeling baby cocacola cokestudio coke,neutral,0.0
Coca Cola Metal Wall Decor Reproduction Vintage by rarefinds4u https://t.co/wp3aqtDpDT via @Etsy #Jul4thSaletmt… https://t.co/qiemm0WnY6,coca cola metal wall decor production vintage rafinds4u via jul4thsaletmt,neutral,0.0
"21.06.09 🤗 
17.06.09 | #CocaCola

4 years ago . . .  . . ✍️ @BOGUMMY 

#박보검 #ParkBoGum #パクボゴム
#朴寶劍 #พัคโบกอม… https://t.co/ccyPK9tQnN",210609 170609 cocacola 4 years ago 박보검 parkbogum パクボゴム 朴寶劍 พคโบกอม,neutral,0.0
Vintage Coca-Cola 6-Pack Glass Shelf-Divider https://t.co/pm7NHcvk4o @FixturesCloseUp #FixturesCloseUp… https://t.co/Bj9gKTQwsd,vintage cocacola 6pack glass shelfdivider fixtuscloseup,neutral,0.0
Vintage Coca-Cola 6-Pack Carrier Sell-Out https://t.co/W4WmzvGquR @FixturesCloseUp #FixturesCloseUp #StoreFixtures… https://t.co/hqul6FHjzA,vintage cocacola 6pack carrier sellout fixtuscloseup stofixtus,neutral,0.0
North Carolina county BANS Coca-Cola vending machines from official buildings in protest at company's 'woke' stance… https://t.co/pBpKGjnDa8,north carolina county bans cocacola vending machines official buildings protest companys woke stance,neutral,0.0
🍹Sometime you wanna break👍 #thursday #cocacola #barcardi #barcardirum #cocktails #break #relax #chillin #chill… https://t.co/kRFrJjdL5C,sometime wan bak thursday cocacola barcardi barcardirum cocktails bak lax chillin chill,negative,-0.2
#cocacola Be less #racist #Boycott https://t.co/CdX2PkQREf,cocacola less racist boycott,negative,-0.16666666666666666
@MRPHSupplyChain @LisSoluciones And again a “link” with #CocaCola,link cocacola,neutral,0.0
"CCI Pakistan investment reflects govt’s successful pro-investment polices: Khusro
https://t.co/PF6YEZJOEh… https://t.co/zmvRYcbpbQ",cci pakistan investment flects govts successful proinvestment polices khusro,positive,0.3
"News Link - https://t.co/1JIFeNHcXs
#cocacola https://t.co/NCMXUaM1u2",news link cocacola,neutral,0.0
"📍 @CocaCola - Ranked #08 in #BAB2021📍

Their 2016 campaign ""#TasteTheFeeling"" kick started their current #memorable… https://t.co/Of6uemhQD6",ranked 08 bab2021 2016 campaign tastethefeeling kick started curnt memorable,negative,-0.8
"Even Jenny chooses glass. 👀 🧢: “Drink Coca-Cola in bottles”

#cheers #chooseglass #glass #cocacola https://t.co/CTSISvC6QW",even jenny chooses glass drink cocacola bottles cheers chooseglass glass cocacola,neutral,0.0
Why isn't anyone able to figure out the recipe of @CocaCola till now? Isn't that strange? How can it be sooo unique… https://t.co/YjgmXIRcDy,isnt anyone able figu cipe isnt strange sooo unique,neutral,0.0
Holly Hobbie #CocaCola #Limited Ed Glass Happiest #Holidays 1982 https://t.co/pBfqVRwFTB #McDonalds https://t.co/Qc6scrWRr5,holly hobbie cocacola limited glass happiest holidays 1982 mcdonalds,neutral,0.0
RT @RonRonkmfa: #PracticeYourChinese! 'Hello' in #Chinese is 'Ni Hao' (pronounced knee-HOW). It means 'HOW would you like me to bend my KNE…,rt practiceyourchinese hello chinese hao pronounced kneehow means would like bend kne,negative,-0.3125
"On this day in history June 10, 1985 #CocaCola announces that they will bring back their 99-year-old formula",day history june 10 1985 cocacola announces bring back 99yearold formula,neutral,0.0
The Southern Poverty Law Center demands the Supreme Court of Virginia follow the community’s lead and permit the re… https://t.co/34ywRif8v3,southern poverty law center demands supme court virginia follow communitys lead permit,negative,-0.05
@gregkellyusa @DietCoke Less white.  Think about that for a minute.  Why a white person would ever purchase another… https://t.co/lqycF97CnL,less white think minute white person would ever purchase another,negative,-0.05555555555555555
"RT @normAL219: #CocaCola 
Try to contribute less to diabetes, tooth decay , and heart disease . Then come back to us with your woke nonsens…",rt cocacola try contribute less diabetes tooth decay heart disease back us woke nonsens,negative,-0.08333333333333333
"Shocked ‼️ like I said and Ben Don said, I’ll never touch a #CocaCola ever again https://t.co/rig3vXXAfn https://t.co/HL1MpD20O8",shocked like said said never touch cocacola ever,neutral,0.0
"Allbirds, Coca-Cola, Boots: Everything that matters this morning
https://t.co/9kfv54Yl5O #Allbirds #CocaCola #Boots #Marketing",allbirds cocacola boots everything matters morning allbirds cocacola boots marketing,neutral,0.0
RT @CarlBotha2: No thanks #cocacola https://t.co/Bd2xJWR70o,rt thanks cocacola,neutral,0.0
No thanks #cocacola https://t.co/Bd2xJWR70o,thanks cocacola,neutral,0.0
"Try to be less white ffs.
Why is it always us that have to change.
Why not be less black!!!
#cocacola https://t.co/wdrALxUwVg",try less white ffs always us change less black cocacola,negative,-0.125
@Stephen90182822 Never buy #cocacola it is pure rubbish has no redeeming qualities and is utterly bad for you! Only idiots drink it,never buy cocacola pu rubbish deeming qualities utterly bad idiots drink,negative,-0.75
"@BrotherLeon7 The control mechanism is used by  businesses  as well.

I'm becoming anti American. Because Americans… https://t.co/JaEmRgkVAT",control mechanism used businesses well becoming anti american americans,neutral,0.0
RT @shiverinfrost: I just donated $50 to Animal Recovery Mission. Help Today!  They exposed the brutality at #FairOaksFarms #FairOaks #Coca…,rt donated 50 animal covery mission help today exposed brutality fairoaksfarms fairoaks coca,negative,-0.875
Let’s stream #cocacola #twitch https://t.co/MJYhr2t0Kz,lets stam cocacola twitch,neutral,0.0
"@FaisalJavedKhan please do not share this data- you will be coerced further by middle eastern countries- sir, any i… https://t.co/7FN6VPIW5t",please sha data coerced middle eastern countries sir,neutral,0.0
"If you can swap the word “white” for “black” and you say “daaamn that’s #racist”

Then yes, the original statement… https://t.co/jHdJyS8ooX",swap word white black say daaamn thats racist yes original statement,negative,-0.08333333333333333
"#CocaCola 
Try to contribute less to diabetes, tooth decay , and heart disease . Then come back to us with your wok… https://t.co/je7tveYSh3",cocacola try contribute less diabetes tooth decay heart disease back us wok,negative,-0.08333333333333333
"#DidYouKnow North Korea and Cuba are the only places you can't buy Coca-Cola.
#learning #knowledgesharing… https://t.co/VsxHcjoJeb",didyouknow north koa cuba places cant buy cocacola learning knowledgesharing,neutral,0.0
RT @CE_ChinaEconomy: #COFCO #CocaCola Beverage Sichuan has built the city's first zero-waste community and unveiled an art festival in Chen…,rt cofco cocacola beverage sichuan built citys first zerowaste community unveiled art festival chen,positive,0.25
#COFCO #CocaCola Beverage Sichuan has built the city's first zero-waste community and unveiled an art festival in C… https://t.co/6mR9WYocAN,cofco cocacola beverage sichuan built citys first zerowaste community unveiled art festival,positive,0.25
That explains it. #cocacola https://t.co/zrJcOzdhlS,explains cocacola,neutral,0.0
RT @Sjaaaakster: Or this webinar for the @EntEthAlliance sharing the potential of the Coca Cola US bottlers integrating blockchain technolo…,rt webinar sharing potential coca cola us bottlers integrating blockchain technolo,neutral,0.0
#PEPSI tastes better than #cocacola,pepsi tastes better cocacola,positive,0.5
Check out 1995 Coca Cola Family Drive In Decorative Tin Tray 13x10.5 Inches #CocaCola https://t.co/bi49ZBMzVf via @eBay,check 1995 coca cola family drive decorative tin tray 13x105 inches cocacola via,neutral,0.0
What's the #Marketing Distinguo of #CocaCola? You need this deck of cards to find out! https://t.co/c8JEUvqJyX,whats marketing distinguo cocacola need deck cards find,neutral,0.0
Check out Coca Cola Snapback Cap Coke Trucker Hat Vintage Louisville Ky  #CocaCola #Casual https://t.co/r3BDt2sisc via @eBay,check coca cola snapback cap coke trucker vintage louisville ky cocacola casual via,negative,-0.5000000000000001
"#Fanta contains pumpkin and carrot concentrates.

#cocacola #UFO",fanta contains pumpkin carrot concentrates cocacola ufo,neutral,0.0
@CocaCola @CocaColaCo no more #cocacola products. Going to be less woke as well. #GFY #water,mo cocacola products going less woke well gfy water,negative,-0.16666666666666666
"The secret to positive energy = #CocaCola 🤣🤣 

@KyRoBiz @BizUNR",sect positive energy cocacola,neutral,0.0
"Kevin got into the “good stuff”.  

#cocacola 
#greatdane
#greatdanesofinstagram https://t.co/wHn9S6UWgp",kevin got good stuff cocacola gatdane gatdanesofinstagram,positive,0.7
@AlbertaLeonidas @cardlady3 @Gnosens #CocaCola is from the “good ole white boy” state of #Georgia,cocacola good white boy state georgia,positive,0.35
I get it you hate whites @CocaCola I and all whites should stop buying all your products #cocacola #Racist #racism https://t.co/HQV8NZATNb,get hate whites whites stop buying products cocacola racist racism,negative,-0.26666666666666666
NOW THIS PISSES ME THE PHUK OFF! 🖕🏼 #cocacola https://t.co/7tpW6OWLWh,pisses phuk cocacola,neutral,0.0
"RT @SirMickW: Explains in graphic detail as to why, as long as backside points downwards, I’ll NEVER EVER touch a #CocaCola product again 🤬…",rt explains graphic detail long backside points downwards never ever touch cocacola product,negative,-0.025
White people are part of the problem?  Maybe this Battalion Commander sits on the board for #CocaCola       #tcot https://t.co/7IEHdOx78K,white people part problem maybe battalion commander sits board cocacola tcot,neutral,0.0
"Explains in graphic detail as to why, as long as backside points downwards, I’ll NEVER EVER touch a #CocaCola produ… https://t.co/ndTbguU1rw",explains graphic detail long backside points downwards never ever touch cocacola produ,negative,-0.025
"COCA-COLA, MCDONALD’S, BUDWEISER and ADIDAS SPONSOR 6500 DEATHS for WORLD CUP QATAR #bloodsponsor #wk #Qatar… https://t.co/Nw54ymLL3e",cocacola mcdonalds budweiser adidas sponsor 6500 deaths world cup qatar bloodsponsor wk qatar,neutral,0.0
"Ode to #cocacola:
Salt air and sunshine
Glass bottles clinking in ice
Summers on Folly https://t.co/VrNs51LpFc",ode cocacola salt air sunshine glass bottles clinking ice summers folly,neutral,0.0
Do yourself a favor and drink a Mexican #cocacola from a glass bottle. Its like drinking a memory. https://t.co/0ldDBUa0h2,favor drink mexican cocacola glass bottle like drinking memory,neutral,0.0
Try to be les black. #cocacola,try black cocacola,negative,-0.16666666666666666
"https://t.co/q26CHxJty5

Be less white #cocacola",less white cocacola,negative,-0.08333333333333333
My kind of souvenir. #disneyhollywoodstudios #cocacola https://t.co/CXnIIKYi7R,kind souvenir disneyhollywoodstudios cocacola,positive,0.6
"RT @SittonKim: @AOC Yes, @aoc, people need to show an ID to vote!!! Why is this such an issue?! You have to show ID to drink, to do banking…",rt yes people need show id vote issue show id drink banking,neutral,0.0
USA - #CocaCola: Try to be less #woke... 🇺🇸 https://t.co/Fsac21kutB,usa cocacola try less woke,negative,-0.16666666666666666
Check out Coca Cola Stain Glass Chess Gas Stations Set The Franklin Mint (No board) #CocaCola https://t.co/fQUczmsBdN via @eBay,check coca cola stain glass chess gas stations set franklin board cocacola via,neutral,0.0
"Hey @CocaCola Let’s spread some #smiles with a #cocacola #gaming partnership, what do you say? 

https://t.co/tnhC4Rm2ul",hey lets spad smiles cocacola gaming partnership say,negative,-0.05000000000000002
"Obviously photoshopped…. But that’s the essence of the #cocacola brand,  definitely NOT suitable for white folks. https://t.co/4qWvI8vhYa",obviously photoshopped thats essence cocacola brand definitely suitable white folks,neutral,0.0
@CocaCola - It's been a month since I stopped drinking your crap.  I am sleeping like a baby and have lost 5 pounds… https://t.co/jJytZj8ma7,month since stopped drinking crap sleeping like baby lost 5 pounds,negative,-0.8
@CocaCola any words on why you choose to kill your costumers with your water??? @dasaniwater #cocacola #dasaniwater… https://t.co/DJj2UJzbwK,words choose kill costumers water cocacola dasaniwater,neutral,0.0
"Euh.... If This is real , no @CocaCola for me anymore !!
Every day a bit more idiot brands 👎🏻.
#cocacola https://t.co/x7qEM1J6Bp",euh anymo every day bit mo idiot brands cocacola,negative,-0.8
Yep. It had real cocaine in it. Note the first four letters.  #CocaCola #Coke #Cocaine https://t.co/k7dxEnWH4Q,yep cocaine note first four letters cocacola coke cocaine,positive,0.25
New #cocacolazero taste like shit. #cocacola,new cocacolazero taste like shit cocacola,negative,-0.03181818181818183
Picture partnership with a big brand like Coca-cola in distributorship. It may turn to be your giant leap. &gt;&gt;&gt;… https://t.co/gUgQPFC2DP,pictu partnership big brand like cocacola distributorship may turn giant leap gtgtgt,neutral,0.0
"RT @suvihannaa: #cocacola or #pepsi ?👀 you can see what is my answer ❤️😜 
https://t.co/kbQBAfwClY to see all my best content &amp; to get a cha…",rt cocacola pepsi see answer see best content amp get cha,positive,1.0
"I hope this becomes a trend!
Please share! #CocaCola 

https://t.co/4RKvz1fkoK",hope becomes tnd please sha cocacola,neutral,0.0
"Top Belgian entrepreneurship hashtags right now in Belgium: #regtech, #Payments, #Fintech, #cocacola, #kuleuven https://t.co/OPAM8xcVzM",top belgian entpneurship hashtags right belgium gtech payments fintech cocacola kuleuven,positive,0.39285714285714285
Couldn’t resist #cocacola #coke #rap #bars #beach #vendors #remix https://t.co/R84Cfp8b8E,couldnt sist cocacola coke rap bars beach vendors mix,neutral,0.0
"@AOC Yes, @aoc, people need to show an ID to vote!!! Why is this such an issue?! You have to show ID to drink, to d… https://t.co/iIwGZeNvkU",yes people need show id vote issue show id drink,neutral,0.0
"Why are nearly all cops such bastards?

#Wilders #coca #cola #cocacola #Euro2021 #EURO2020",nearly cops bastards wilders coca cola cocacola euro2021 euro2020,neutral,0.0
"#cocacola or #pepsi ?👀 you can see what is my answer ❤️😜 
https://t.co/kbQBAfwClY to see all my best content &amp; to g… https://t.co/MBdf0XDRzl",cocacola pepsi see answer see best content amp g,positive,1.0
"SHARE HAPPINESS 
#Throwback7Years #coke #cocacola #sharehappiness #youcantbeatthefeeling https://t.co/gBOwdH1JiR",sha happiness throwback7years coke cocacola shahappiness youcantbeatthefeeling,neutral,0.0
Check out #CocaCola #LawEnforcementGames Edmonton 1990 Lapel Pin Sealed 1104  https://t.co/ZAEdIeQ6Ge via @eBay,check cocacola lawenforcementgames edmonton 1990 lapel pin sealed 1104 via,neutral,0.0
"RT @karlson_ben: His empire now includes huge agricultural holdings and massive investments in #GMO crops,seed patents, synthetic products,…",rt empi includes huge agricultural holdings massive investments gmo cropsseed patents synthetic products,positive,0.4000000000000001
"His empire now includes huge agricultural holdings and massive investments in #GMO crops,seed patents, synthetic pr… https://t.co/HCwQPDBgLZ",empi includes huge agricultural holdings massive investments gmo cropsseed patents synthetic pr,positive,0.4000000000000001
RT @LaxmiSh17763285: #Song #CocaCola Represented by @Jayant https://t.co/yqcQHoQCrR,rt song cocacola psented,neutral,0.0
#Song #CocaCola Represented by @Jayant https://t.co/yqcQHoQCrR,song cocacola psented,neutral,0.0
#CocaCola Commercial (Share A Coke) Hilarious https://t.co/L3xnb2T5Em via @YouTube,cocacola commercial sha coke hilarious via,neutral,0.0
To learn more about the efforts of Rise Up to encourage Coca Cola to drop its sponsorship in 2015 &amp; for inspiration… https://t.co/p89Qp8ivmy,learn mo efforts rise encourage coca cola drop sponsorship 2015 amp inspiration,neutral,0.0
Omg #today I had my first can of #cocacola this year haha 😂 #and it taste way sweeter than I #remember #lol https://t.co/Wc9sUvy8MN,omg today first cocacola year haha taste way sweeter member lol,positive,0.4166666666666667
"Card No. 105 from #cocacola #nft Card Collection, Far East Madame in the narrow Street during muggy and stuffy day.… https://t.co/7kbSjkzLjb",card 105 cocacola nft card collection far east madame narrow stet muggy stuffy day,negative,-0.05
RT @Shlomolevi7: @CocaCola for real? So no #cocacola f om today just a @pepsi  #WhiteSupremacy https://t.co/xVuF5oNCCn,rt cocacola f today whitesupmacy,neutral,0.0
Check out Vintage (2) Two 2000 Coca-Cola Cup 20oz Plastic Tumbler Coke Bottle Design RARE! https://t.co/lwqmo1Klwv… https://t.co/gQe59cjAUn,check vintage 2 two 2000 cocacola cup 20oz plastic tumbler coke bottle design ra,neutral,0.0
"#CocaCola #MacDonalds still sponsoring #Olympics? 
“#China committing crimes against humanity ” #Amnesty 
https://t.co/10L0LWs9cx
#Genocide",cocacola macdonalds still sponsoring olympics china committing crimes humanity amnesty genocide,neutral,0.0
I will never buy another coke product again . #fkcocacola #cocacola https://t.co/9Wy4v7dNuP,never buy another coke product fkcocacola cocacola,neutral,0.0
"Slow cookers make some of the best food ever, check out this slow cooked gammon.

https://t.co/1lhOs7rAsF… https://t.co/GTxuPEU8UQ",slow cookers make best food ever check slow cooked gammon,positive,0.1333333333333333
The Coca Cola Trail; People and Places In the History of Coca Cola Book Review This book has all the history People… https://t.co/o1sp0Pq0kE,coca cola trail people places history coca cola book view book history people,neutral,0.0
"#CSD Eid ul Fitr Draw #CAR Balloting Ceremony
Congrats To The #Lucky Winners &amp; Participants!
Prize Collection, will… https://t.co/GrIlU9dwxg",csd eid fitr draw car balloting cemony congrats lucky winners amp participants prize collection,neutral,0.0
"On a roll now @CocaCola_GB 2nd win in a week better look after this ball now 🤣😂

#CocaCola #Coke #Cola #EURO2020… https://t.co/wjqRRdouKJ",roll 2nd win week better look ball cocacola coke cola euro2020,positive,0.43333333333333335
"""Her Sister Died of a Brain Tumor. Now She Was Having Similar Symptoms."" by Abdul-Kareem Ahmed, M.D via NYT… https://t.co/1aG25ZuExV",sister died brain tumor similar symptoms abdulkaem ahmed md via,neutral,0.0
@CocaColaCo partners to stop plastic pollution by capturing it before it enters the world’s oceans. Gather insights… https://t.co/D9ZQZgc7Xm,partners stop plastic pollution capturing befo enters worlds oceans gather insights,neutral,0.0
"RT @AttaRasoolMalik: @FaisalJavedKhan please do not share this data- you will be coerced further by middle eastern countries- sir, any idea…",rt please sha data coerced middle eastern countries sir idea,neutral,0.0
#CocaCola is inviting Americans to celebrate summer with new poetic packaging evoking “all the feels” of the season… https://t.co/bwVHdg6HQH,cocacola inviting americans celebrate summer new poetic packaging evoking feels season,positive,0.17045454545454544
"Brands like #Maggi, @amazonIN, @CocaCola, #Ghadi and #Lays have also eased up on brand guidelines, extending campai… https://t.co/g4NWaCEBPS",brands like maggi ghadi lays eased brand guidelines extending campai,neutral,0.0
"RT @Karann82692848: All time favourite Pepsi ad 👍👍

#AamirKhan #AishwaryaRai #mahimachaudhry #pepsi #softdrink #doordarshan #ddmetro #India…",rt time favourite pepsi aamirkhan aishwaryarai mahimachaudhry pepsi softdrink doordarshan ddmetro india,neutral,0.0
RT @NaTGalleria: Hi.. Top #Games #Baseball #BoardGames #Checkers #Chess #CocaCola #Disney #Dominoes #Electronic #Football #Gamer #Hasbro #H…,rt hi top games baseball boardgames checkers chess cocacola disney dominoes electronic football gamer hasbro,positive,0.04999999999999999
Hi.. Top #Games #Baseball #BoardGames #Checkers #Chess #CocaCola #Disney #Dominoes #Electronic #Football #Gamer… https://t.co/cvTFQ5hsoK,hi top games baseball boardgames checkers chess cocacola disney dominoes electronic football gamer,positive,0.04999999999999999
@NickSwagyPYoung #Swaggggy LICIOUS ...U HUNGRY⁉️⁉️⁉️...I made u #FRIEDTILAPIA  #BAKEDMACANDCHEESE  #STEAMEDCORN &amp;… https://t.co/D58nJTrahF,swaggggy licious hungryi made friedtilapia bakedmacandcheese steamedcorn amp,neutral,0.0
@KingJames #KINGGGKINGGKINGGG  SEXXY BEAST ..I MADE YOUR #SUPPA ..#FRIEDTILAPIA  #BAKEDMACANDCHEESE  #STEAMEDCORN .… https://t.co/E4EBjQFkGy,kingggkinggkinggg sexxy beast made suppa friedtilapia bakedmacandcheese steamedcorn,neutral,0.0
@MeltzerSaidWhat @ELPlethora It’s almost like #CocaCola doesn’t say they have the best soft drink.,almost like cocacola doesnt say best soft drink,positive,0.55
@21savage #SAVAGEEEE ...I MADE U SOME DINNER 4 AFTER U PLAY YA GAME ..#FRIEDTILAPIA  #BAKEDMACANDCHEESE… https://t.co/COCnUFTSKz,savageeee made dinner 4 play game friedtilapia bakedmacandcheese,negative,-0.4
@_SmashAmos31 Hiiiiiiiiiiiiii  Adrian ...I made u something 2 eat... #friedtilapia  #BakedMacAndCheese… https://t.co/iN9t4hqlQ0,hiiiiiiiiiiiiii adrian made something 2 eat friedtilapia bakedmacandcheese,neutral,0.0
@CJMcCollum #POOODABEAR  ...I MADE YOUR DIN-DIN ... #FRIEDTILAPIA  #BAKEDMACANDCHEESE  &amp; #SteamedCorn  &amp; A… https://t.co/q5w7dehSbn,pooodabear made dindin friedtilapia bakedmacandcheese amp steamedcorn amp,neutral,0.0
RT @WilliamJGraham: Check out Chase Authentics Drivers Line NASCAR UPS Dale Jarrett 88 Jacket Size Medium #Chase https://t.co/H8dBaOx0Sw vi…,rt check chase authentics drivers line nascar ups dale jartt 88 jacket size medium chase,neutral,0.0
RT @WilliamJGraham: Check out Coca Cola Classic 24oz Water Bottle #CocaCola https://t.co/as5G33r0FW via @eBay,rt check coca cola classic 24oz water bottle cocacola via,positive,0.16666666666666666
Check out Coca Cola Classic 24oz Water Bottle #CocaCola https://t.co/as5G33r0FW via @eBay,check coca cola classic 24oz water bottle cocacola via,positive,0.16666666666666666
Check out Chase Authentics Drivers Line NASCAR UPS Dale Jarrett 88 Jacket Size Medium #Chase… https://t.co/4AAkFJdXxb,check chase authentics drivers line nascar ups dale jartt 88 jacket size medium chase,neutral,0.0
#CocaCola #Sued For Deceptive Sustainability Claims https://t.co/kIclFdnIEt @RobinsonCole,cocacola sued deceptive sustainability claims,neutral,0.0
Mexican Coca-Cola is the best. #cocacola,mexican cocacola best cocacola,positive,0.5
"Takeaway food and drink litter dominates ocean plastic, study shows #MacDonalds #cocacola #cleantheoceans  https://t.co/TT4ObnqQg9",takeaway food drink litter dominates ocean plastic study shows macdonalds cocacola cleantheoceans,neutral,0.0
Did Coca-Cola Add &amp;#8216;Try To Be Less White&amp;#8217; to Cans? https://t.co/YoNKwnKkyQ via @snopes I would be surpri… https://t.co/2v4gYPJlOn,cocacola add amp8216try less whiteamp8217 cans via would surpri,negative,-0.16666666666666666
So I laid out my #modeltrains for a look.  I have three @officialhornby  #00guagetrainsets and the makings of a fou… https://t.co/4bA7NWhgZF,laid modeltrains look 00guagetrainsets makings fou,neutral,0.0
"#whitelivesmatter too, I'm all for #BlackLivesMatter but seriously, you going to start a war #cocacola... Like wtf… https://t.co/QctgHgVirs",whitelivesmatter blacklivesmatter seriously going start cocacola like wtf,negative,-0.41666666666666663
"@danelawdave Ha! ""..be less white""*
&amp; the logo's still white. 
😉🙄
* I haven't looked at a Coke can for a very long… https://t.co/kKkxtX8TR6",less white amp logos still white havent looked coke long,negative,-0.05416666666666667
Red Coca Cola advert Piccadilly Circus #piccadillycircus #cocacola #advertising @ Piccadilly Circus https://t.co/3DLXnqecS0,coca cola advert piccadilly circus piccadillycircus cocacola advertising piccadilly circus,neutral,0.0
Comment if you had to return these to get your deposit back!!! #Coke #CocaCola #ReturnableBottles https://t.co/hiAGe8ec5P,comment turn get deposit back coke cocacola turnablebottles,neutral,0.0
@CocaCola for real? So no #cocacola f om today just a @pepsi  #WhiteSupremacy https://t.co/xVuF5oNCCn,cocacola f today whitesupmacy,neutral,0.0
"Story of the day (?? 
😍🥰👑🦄💎🌸🇦🇷🔥
#love #cute #beautiful #crazy #happy #selfie #me #girl #lovely #sunny #day #outside… https://t.co/YEcLXH9G3v",story day love cute beautiful crazy happy selfie girl lovely sunny day outside,positive,0.5
"Yesterday evening my son with the #cocacola car at the kick off for #allstarrace 
Ok Mr. Cool guy, we see you! @ Te… https://t.co/QnYi4Ee7jJ",yesterday evening cocacola car kick allstarrace ok mr cool guy see,positive,0.425
"Check out 4 Coca Cola ""Things Go Better With Coke"" Melamine Plates  #CocaCola https://t.co/oRpDC1Fnmt via @eBay 23.99 free shipping",check 4 coca cola things go better coke melamine plates cocacola via 2399 fe shipping,positive,0.5
@american_ka @andersonDrLJA Is this photoshopped @CocaCola? Please say it is. I did enjoy a #cocacola once or twice… https://t.co/CQcfGsKESM,photoshopped please say enjoy cocacola twice,positive,0.4
