tweets,clean_tweets,sentiment,score
RT @RiturajPankaj: Ronaldo's recent coca-cola moment was quite a saga. Just found out how Indian brands were so quirky and relatable in the…,rt ronaldos cent cocacola moment quite saga found indian brands quirky latable,neutral,0.0
Ronaldo's recent coca-cola moment was quite a saga. Just found out how Indian brands were so quirky and relatable i… https://t.co/qz9II6jFKA,ronaldos cent cocacola moment quite saga found indian brands quirky latable,neutral,0.0
#apple #microsoft #google #facebook #pepsi #cocacola #twitter #android #sony #mars #unilever #IBM #intel #philips… https://t.co/1QcC81FCY6,apple microsoft google facebook pepsi cocacola twitter android sony mars unilever ibm intel philips,neutral,0.0
"RT @Begin4N: Remember this 🖕#CocaCola
I can do without 

How it started:   How it’s going: https://t.co/JBcJ1428aU",rt member cocacola without started going,neutral,0.0
RT @testvoxqa: Be it any product Different Customers have Different Choices it's always important to target the right audience at the right…,rt product diffent customers diffent choices always important target right audience right,positive,0.2857142857142857
"RT @rameshlaus: #CristianoRonaldo 

- His move to replace #Coke bottles with water at the press conference, causes $4 Billion market cap lo…",rt cristianoronaldo move place coke bottles water pss confence causes 4 billion market cap,neutral,0.0
"MUST WATCH VID
How competition is a corporate illusion...
#CocaCola and #Pepsi ...rivals ? or both owned by the sam… https://t.co/HlfT0CmqUq",must watch competition corporate illusion cocacola pepsi rivals owned sam,positive,0.6
"RT @fashionpaper_ch: «#BRINGENHEI» in der #Neuauflage von #BASCHI and Friends 🎤 ⚽️ 🇨🇭
#Fashionpaper: https://t.co/Fo5d0JXLDT

#AARON #Alish…",rt bringenhei neuauflage baschi friends fashionpaper aaron alish,neutral,0.0
"«#BRINGENHEI» in der #Neuauflage von #BASCHI and Friends 🎤 ⚽️ 🇨🇭
#Fashionpaper: https://t.co/Fo5d0JXLDT

#AARON… https://t.co/w6yrS2TTIl",bringenhei neuauflage baschi friends fashionpaper aaron,neutral,0.0
"RT @MAsadAlii: Tried to make one :’)
#CristianoRonaldo 
#Ronaldo 
#CocaCola 
#CocaColaRonaldo https://t.co/Xq6fs4ka6N",rt tried make cristianoronaldo ronaldo cocacola cocacolaronaldo,neutral,0.0
"RT @FoodLuckAgro: Buy it👉https://t.co/t0hZaueh93

#foodluck #aromalock #momentmarketing #cocacola #cristianoronaldo #ronaldo #EURO2020 #mem…",rt buy foodluck aromalock momentmarketing cocacola cristianoronaldo ronaldo euro2020 mem,neutral,0.0
"RT @SupriyaaVerma: After #Ronaldo removed #CocaCola
bottle, Share market of water be like : https://t.co/5RBl0N3pA0",rt ronaldo moved cocacola bottle sha market water like,neutral,0.0
RT @joenapia2: you recognize yourself? #denisepipitone #CocaCola #15giugno #NintendoDirect #BamBam_riBBonDay #MulheresPower #απεργια #BetoA…,rt cognize denisepipitone cocacola 15giugno nintendodict bambam_ribbonday mulhespower απεργια betoa,neutral,0.0
@NOSsport Here in the Netherlands.. https://t.co/po97pCRqnd #CocaCola #Ronaldo #ronaldococacola @CocaCola_NL… https://t.co/bQTolrP9Ve,netherlands cocacola ronaldo ronaldococacola,neutral,0.0
"RT @bluecirclediab: Bravo @Cristiano 💙 Drink water, not Coke! #CocaCola brand value falls by $4 billion!",rt bravo drink water coke cocacola brand value falls 4 billion,neutral,0.0
"RT @SmittyD9199: Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs Coke | #eBay #cocacola 
https://t.co/qmZSzsOdEv…",rt gibson cocacola bottle handle silverwa flatwa stainless set 17 pcs coke ebay cocacola,positive,0.2
"RT @jdroy_: No #CocaCola 📉 , yes no @CocaCola  ❌

#CristianoRonaldo treats his body like a places of worship 🏋️‍♂️

Watch: Star footballer…",rt cocacola yes cristianoronaldo tats body like places worship watch star footballer,neutral,0.0
"RT @CoorgRocker: Creative 😂 

#CocaCola #CocaColaRonaldo #Ronaldo https://t.co/KdTd5QEGUN",rt cative cocacola cocacolaronaldo ronaldo,neutral,0.0
"RT @Ethica11y_Vegan: 🎁🐱 A FOREVER HOME IS THE GREATEST GIFT FOR THIS INJURED, ABANDONED KITTEN.
#AdoptDontShop

🔁 RT if this story touched…",rt fover home gatest gift injud abandoned kitten adoptdontshop rt story touched,neutral,0.0
Is it just me or #cocacola taste different now,cocacola taste diffent,neutral,0.0
#Tonitoexlog #Tonito #Exquiste #Logistics #BulkSms #Ushers #Casuals #Nurses #BedsideNurses #Models #cleningservices… https://t.co/9ksdiPlj36,tonitoexlog tonito exquiste logistics bulksms ushers casuals nurses bedsidenurses models cleningservices,negative,-0.5000000000000001
Brilliant Coca-Cola Hacks You Need to Try https://t.co/IHVutvRpI7 #CocaCola #uses,brilliant cocacola hacks need try cocacola uses,positive,0.9
"Coca-Cola shares drop $4 billion after Cristiano Ronaldo's gesture to drink water https://t.co/G19aYL6xoC

#Bitcoin… https://t.co/bHqqj1Y89H",cocacola shas drop 4 billion cristiano ronaldos gestu drink water bitcoin,neutral,0.0
"Once Rahul Gandhi said, that founder of #CocaCola used to sell lemon water. Ab lgta hai wahi wapas karna pdega 😝😝🤣 https://t.co/SkQMeO93pj",rahul gandhi said founder cocacola used sell lemon water ab lgta wahi wapas karna pdega,neutral,0.0
Be it any product Different Customers have Different Choices it's always important to target the right audience at… https://t.co/NDxSP5b91v,product diffent customers diffent choices always important target right audience,positive,0.2857142857142857
"Creative 😂 

#CocaCola #CocaColaRonaldo #Ronaldo https://t.co/KdTd5QEGUN",cative cocacola cocacolaronaldo ronaldo,neutral,0.0
Father’s Day and the First Day of Summer. Good Weather and the Weekend. Coke and Food. All things that go better to… https://t.co/JuIi5RN0IV,fathers day first day summer good weather weekend coke food things go better,positive,0.48333333333333334
"@Cristiano #CocaCola #PepsiCoRoshanKal
Dear Ronaldo, I appreciate your discipline and life style but even only drin… https://t.co/Hk7y48TKW4",cocacola pepsicoroshankal dear ronaldo appciate discipline life style even drin,neutral,0.0
"4,000,000,000— #cocacola lost $4 billion in market value after cristiano Ronaldo   Cristiano Ronaldo (Portuguese so… https://t.co/7xx9wy28mR",4000000000 cocacola lost 4 billion market value cristiano ronaldo cristiano ronaldo portuguese,neutral,0.0
"RT @jcmczw: This is what transpired! 🤣🤣🤣🤣🤣
Ronaldo gave to someone, he didn’t throw or hide  them away

#funfridays #cocacola #justforlaugh…",rt transpid ronaldo gave someone didnt throw hide away funfridays cocacola justforlaugh,neutral,0.0
"Well played #CocaCola 
#42centspershare #devidends 
#ronaldococacola",well played cocacola 42centspersha devidends ronaldococacola,neutral,0.0
"#CocaCola to #Ronaldo 
Well, watch our short film - Blindfold on YouTube: https://t.co/uUhdIbWfNY
#shortfilm… https://t.co/Q07E9g9LJy",cocacola ronaldo well watch short film blindfold youtube shortfilm,neutral,0.0
"RT @bharat_rdx: Cristiano Ronaldo : A European who caused crores of damage to Coca Cola.

Rajiv Dixit Ji : The Bhartiya who destroyed the t…",rt cristiano ronaldo european caused cros damage coca cola rajiv dixit bhartiya destroyed,negative,-0.1
"If Ronaldo was a Data Scientist!

#ronaldo #cocacola #datascientist #ivyproschool #cr7 #missingvalues https://t.co/o97RgflADB",ronaldo data scientist ronaldo cocacola datascientist ivyproschool cr7 missingvalues,neutral,0.0
"@Ebexaud @Blue_Footy Aiseeee, I read this different coz I saw ur tweet first. I thought Gilmour kaweka wali pembeni… https://t.co/ULgYV37fXC",aiseeee diffent coz saw ur tweet first thought gilmour kaweka wali pembeni,positive,0.25
"RT @Im_FatimaNaqvi: Integrity matters are real ""Internal Matters"".

This act cost #CocaCola bear $4 billion loss in share price just in few…",rt integrity matters internal matters act cost cocacola bear 4 billion loss sha price,neutral,0.0
"RT @BaaghiTV: After Ronaldo, Kareena Kapoor promotes usage of water
https://t.co/fF2bJ5vfeC
#Ronaldo #ronaldococacola #KareenaKapoor @Crist…",rt ronaldo kaena kapoor promotes usage water ronaldo ronaldococacola kaenakapoor,neutral,0.0
Had a trip to Lancaster A&amp;E last night with throat seizure. Looked after marvellously by all the staff.  Dr made me… https://t.co/XMPiOLHu9d,trip lancaster aampe last night throat seizu looked marvellously staff dr made,neutral,0.0
"Before Cristiano Ronaldo's #CocaCola boycott, Kareena Kapoor already did her part 14 years ago

https://t.co/wXkrWbMlBP",befo cristiano ronaldos cocacola boycott kaena kapoor alady part 14 years ago,neutral,0.0
Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs Coke | #eBay #cocacola… https://t.co/RexY21mKL4,gibson cocacola bottle handle silverwa flatwa stainless set 17 pcs coke ebay cocacola,positive,0.2
#PracticeYourChinese! 'Hello' in #Chinese is 'Ni Hao' (pronounced knee-HOW). It means 'HOW would you like me to ben… https://t.co/IcLOLh6R3U,practiceyourchinese hello chinese hao pronounced kneehow means would like,negative,-0.3125
"After Ronaldo, Kareena Kapoor promotes usage of water
https://t.co/fF2bJ5vfeC
#Ronaldo #ronaldococacola… https://t.co/kdbiGI7UYN",ronaldo kaena kapoor promotes usage water ronaldo ronaldococacola,neutral,0.0
@Cristiano  thank you for the @CocaCola  boro bro now i feel refreshed🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️ #CocaColaRonaldo… https://t.co/v8S1WdNfaK,thank boro bro feel fshed cocacolaronaldo,neutral,0.0
When will the people running these big companies realize that pandering to the  1% is only a recipe to going broke… https://t.co/mAG7bnE4AR,people running big companies alize pandering 1 cipe going broke,neutral,0.0
"Well, Coke might probably help, drink more. Coke is always better than water, hoho #euro2020 #germanyvsportugal… https://t.co/JkVZzIx484",well coke might probably help drink mo coke always better water hoho euro2020 germanyvsportugal,positive,0.5
Cristiano Ronaldo's $4 Billion Coca-Cola Snub Highlights Sports Influencer Risks #cocacola #bottles… https://t.co/847i3frpmT,cristiano ronaldos 4 billion cocacola snub highlights sports influencer risks cocacola bottles,neutral,0.0
"RT @its_ahmadrana: Elon Musk wipes the Crypto Market with his one tweet.
While #Ronaldo crashes the whole Coca Cola Marketing with his just…",rt elon musk wipes crypto market tweet ronaldo crashes whole coca cola marketing,positive,0.2
"#ronaldococacola #Ronaldo #CocaCola real reason of removal by @Cristiano 
Read KHWAISH now
#HappyFathersDay #மாமி… https://t.co/2Lt8IWIksS",ronaldococacola ronaldo cocacola ason moval khwaish happyfathersday மம,neutral,0.0
"Tried to make one :’)
#CristianoRonaldo 
#Ronaldo 
#CocaCola 
#CocaColaRonaldo https://t.co/Xq6fs4ka6N",tried make cristianoronaldo ronaldo cocacola cocacolaronaldo,neutral,0.0
"RT @1xbet_Sports: Join #1XBET today and enjoy a 1st deposit bonus of 200%

👉https://t.co/ZxTNpzCBRi
Input promo code 👉5050

#Football #team…",rt join 1xbet today enjoy 1st deposit bonus 200 input promo code 5050 football team,positive,0.4
RT @moneycontrolcom: #MaazbootJod | Here's why this Fevicol ad is a clear winner in terms of leveraging the Ronaldo-Coca-Cola controversy…,rt maazbootjod hes fevicol clear winner terms leveraging ronaldococacola controversy,positive,0.10000000000000002
#MaazbootJod | Here's why this Fevicol ad is a clear winner in terms of leveraging the Ronaldo-Coca-Cola controvers… https://t.co/4IQXFJwDVp,maazbootjod hes fevicol clear winner terms leveraging ronaldococacola controvers,positive,0.10000000000000002
"Ronaldo’s Reaction to Coca-Cola Cost Millions of Loss; Jayawardene Opposes the Reaction
.
https://t.co/GyGZcrvc6K
.… https://t.co/y3t5oUoSQK",ronaldos action cocacola cost millions loss jayawardene opposes action,positive,0.1
"@Cristiano let’s move 4 #CocaCola bottles next press conference 😂😂

#EURO2020 #CocaColaRonaldo #football… https://t.co/jyLGj03A8j",lets move 4 cocacola bottles next pss confence euro2020 cocacolaronaldo football,neutral,0.0
"RT @PAPELtoken: The wisdom of CR7🤪

#irony #cristianoronaldo #cocacola #euro21 #papeltoken #bitmart #hotbit #papel #newlisting #moon  #doge…",rt wisdom cr7 irony cristianoronaldo cocacola euro21 papeltoken bitmart hotbit papel newlisting moon doge,neutral,0.0
"RT @Magmasteel123: Even @CristianoRonaldo knows Magma stainless steel tiffins are best for keeping your food warm, even keeps it fresh and…",rt even knows magma stainless steel tiffins best keeping food warm even keeps fsh,positive,0.6
"Coca-Cola loses $4 billion in market value after Cristiano Ronaldo shuns Coke

Visit Website -… https://t.co/j1L9Paz3vP",cocacola loses 4 billion market value cristiano ronaldo shuns coke visit website,neutral,0.0
#AgriculturalWaste to #compostable &amp; #sustainablepackaging by ex-#pizza making #robots in #USA #Zume #CocaCola… https://t.co/jLqKABZ8wv,agriculturalwaste compostable amp sustainablepackaging expizza making robots usa zume cocacola,neutral,0.0
"RT @Stockcentric1: #CocaCola has 4.3 billion shares, Friday closing, Jun 11, at $56.16 ... Mkt value $242 bn.

Mon, June 14, Opening, at 9:…",rt cocacola 43 billion shas friday closing jun 11 5616 mkt value 242 bn june 14 opening 9,neutral,0.0
"RT @ShrutiJaiswal26: Brand ambassadors of water
#CocaCola #CristianoRonaldo #tmkoc https://t.co/e8a4jUptun",rt brand ambassadors water cocacola cristianoronaldo tmkoc,neutral,0.0
"RT @DailyhuntApp: Kareena Kapoor Khan recalls Jab We Met dialogue after Cristiano Ronaldo opted for water over Cola

Read more here:
https:…",rt kaena kapoor khan calls jab dialogue cristiano ronaldo opted water cola mo https,neutral,0.0
"RT @subhamparas: Someone Ask Me... 

How much u love me ?

I replied.  I can Drink #CocaCola if u Ask 😊 

Now she is Mine.. 

#Coca_Cola is…",rt someone ask much love plied drink cocacola ask coca_cola,positive,0.5
"RT @itsfactastic: Cristiano Ronaldo removes Coca Cola
bottles and promotes drinking water.

Hours later, the brand faced
the loss of $4 BIL…",rt cristiano ronaldo moves coca cola bottles promotes drinking water hours later brand faced loss 4,neutral,0.0
"RT @ecelliitbhu: Ronaldo's red card costs $4 billion to Coca-Cola! 

#CR7 #CristianoRonaldo #CocaCola https://t.co/LdgosN46pN",rt ronaldos card costs 4 billion cocacola cr7 cristianoronaldo cocacola,neutral,0.0
"A must read. #cocacola #ronaldococacola #cristianoronaldo

https://t.co/YphWFYuTtI",must cocacola ronaldococacola cristianoronaldo,neutral,0.0
Geuss ronaldo reckoned he was too white? #Ronaldo #coke #CocaCola #fullcircle #racism,geuss ronaldo ckoned white ronaldo coke cocacola fullcircle racism,neutral,0.0
RT @popcultscoops: The limited-time Rick and Morty-themed sodas are available at Wendy’s until August 22nd #RickAndMorty #RickAndMortySeaso…,rt limitedtime rick mortythemed sodas available wendys august 22nd rickandmorty rickandmortyseaso,neutral,0.0
#threadstory: The power of choice in the matter of assault of Elena and Catherine by the Strongman.… https://t.co/m5lRatdRQ0,thadstory power choice matter assault elena catherine strongman,neutral,0.0
"RT @tfipost: Ronaldo’s action of removing Coke was noble but he could have simply avoided playing a league sponsored by the brand

During a…",rt ronaldos action moving coke noble could simply avoided playing league sponsod brand,positive,0.1
Is this the right time to advertise diet coke after Ronaldo's remarks against #CocaCola? 😉 https://t.co/i9JdHNxJJE,right time advertise diet coke ronaldos marks cocacola,positive,0.2857142857142857
"RT @TradeBrainsGrp: Are there bigger influencers than them in the market? 
Comment your thoughts below😉👇

#stockstowatch #CocaCola #adani h…",rt bigger influencers market comment thoughts stockstowatch cocacola adani,neutral,0.0
Alhamdlillah I’m not a fan of fizzy drinks. @Cristiano #CocaCola https://t.co/7ObPDoSc4M,alhamdlillah fan fizzy drinks cocacola,neutral,0.0
"If your diet soda has zero calories, zero sugar and zero fat, what the hell are you drinking?
#vain #CocaCola #PEPSI #justforfun",diet soda zero calories zero sugar zero fat hell drinking vain cocacola pepsi justforfun,neutral,0.0
"Are there any corporations supporting the right to vote?
#CocaCola #FedEx #shell #HomeDepot https://t.co/WoeqC1TcD0",corporations supporting right vote cocacola fedex shell homedepot,positive,0.2857142857142857
RT @AllAboutMM: MARILYN MONROE PHOTO OF THE DAY —Marilyn Monroe and Jane Russell taking a break on set with a bottle of Coke. Gentlemen Pre…,rt marilyn monroe photo day marilyn monroe jane russell taking bak set bottle coke gentlemen p,neutral,0.0
"Which one is safer softdrink? Coloured or colourless?
#CocaCola #PEPSI #7up #softdrink #soda #carbonsoda #limca #thumbsup 
#mountaindew",safer softdrink coloud colourless cocacola pepsi 7up softdrink soda carbonsoda limca thumbsup mountaindew,neutral,0.0
RT @MMaker21: A nice video about #SENASA and $MRPH @MRPHSupplyChain #Governmentadoption #Worldwide #Blockchain #Supplychain #Cocacola #Mars…,rt nice video senasa mrph governmentadoption worldwide blockchain supplychain cocacola mars,positive,0.6
@BCCI Whenever i see #CocaCola in any photo i thinking about 👇🏻😜😂 . #BCCI #WTC2021 #INDvNZ https://t.co/iCuQkFZTFU,whenever see cocacola photo thinking bcci wtc2021 indvnz,neutral,0.0
"Watch #video on how to use rook ceph storage on #Kubernetes

https://t.co/fY2X1uR414
 
#Azure #DevOps… https://t.co/0qGB1FWxDJ",watch video use rook ceph storage kubernetes azu devops,neutral,0.0
"RT @brandxt_digital: Instances like these can be nightmare for brands and need to handled with utmost care. 
.
.
.
#euro2020 #christianoron…",rt instances like nightma brands need handled utmost euro2020 christianoron,neutral,0.0
"RT @KnotSimple: Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8pqtYJ via @Etsy

#FreeShipping On All Items Store Wide

#Coke #Coc…",rt coca cola 75th anniversary belt buckle via feshipping items wide coke coc,negative,-0.1
"We see Ronaldo is making wise decisions for the benefit of the world. 

would you too?
.
.
.
#Charzer… https://t.co/sDre6XwvDK",see ronaldo making wise decisions benefit world would charzer,positive,0.7
#CristianoRonaldo's removal of 2 bottles of #CocaCola from view during a press conference was linked to a $4 billio… https://t.co/2AAxk9sHtx,cristianoronaldos moval 2 bottles cocacola view pss confence linked 4 billio,neutral,0.0
"Come push aside your teeth worries and #smilewithconfidence with Guidelign Aligners.

Get your FREE ASSESSMENT toda… https://t.co/p9VsKSWXy1",push aside teeth worries smilewithconfidence guidelign aligners get fe assessment,neutral,0.0
"RT @CryptoAwaz: Everything 🟢 may not be your Friend
and🔴 may not always be an Enemy

#Cryptocurrency #cocacola",rt everything may friend may always enemy cryptocurncy cocacola,neutral,0.0
RT @bearwitness2019: .@PlasticsRebel a sister group of @XRebellionUK today has occupied @innocent drinks headquarters in #London demanding…,rt sister group today occupied drinks headquarters london demanding,neutral,0.0
The limited-time Rick and Morty-themed sodas are available at Wendy’s until August 22nd #RickAndMorty… https://t.co/03ehgdYUAe,limitedtime rick mortythemed sodas available wendys august 22nd rickandmorty,neutral,0.0
"#fatherhood #cocacola #bluemoon #netflixrecommendations #fathersday #becomeyourbestself @ Warren, New Jersey https://t.co/grTQolcFW6",fatherhood cocacola bluemoon netflixcommendations fathersday becomeyourbestself warn new jersey,positive,0.13636363636363635
"Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8pqtYJ via @Etsy

#FreeShipping On All Items Store Wide… https://t.co/WtaQPnzFH8",coca cola 75th anniversary belt buckle via feshipping items wide,negative,-0.1
RT @bearwitness2019: #TellTheTruth about plastics @innocent @CocaCola #innocentdrinks #CocaCola https://t.co/IL3hnt28FS,rt tellthetruth plastics innocentdrinks cocacola,neutral,0.0
"@CocaCola 
Ronaldo is hiding coke from the people because he doesn’t want to share it with others ,if you want wate… https://t.co/ILVV1patLB",ronaldo hiding coke people doesnt sha others wate,negative,-0.125
"I have just discovered that Raspberry Coke is a thing!
WHY AM I JUST LEARNING THIS NOW?!?!?

DID YOU ALL KNOW?… https://t.co/W5Jca6CGFU",discoved raspberry coke thing learning know,neutral,0.0
Please launch this out here! #CocaCola #CocaColaVanila https://t.co/RNve1UktbD,please launch cocacola cocacolavanila,neutral,0.0
"RT @jusgaurav: And now, it's time for facts to take over 😀👇🏻 #CocaCola https://t.co/XgVupeo8Rn",rt time facts cocacola,neutral,0.0
"Join #1XBET today and enjoy a 1st deposit bonus of 200%

👉https://t.co/JfHEiuWJkH

Input promo code 👉5050… https://t.co/8WDNlvIgW6",join 1xbet today enjoy 1st deposit bonus 200 input promo code 5050,positive,0.4
"Are there bigger influencers than them in the market? 
Comment your thoughts below😉👇

#stockstowatch #CocaCola… https://t.co/JYnuJmAnYZ",bigger influencers market comment thoughts stockstowatch cocacola,neutral,0.0
"RT @parkbogumfamiIy: 21.06.21 🤗 
19.06.21 | Coca Cola Summer trip

2 years ago . . .  . . ✍️ @BOGUMMY 

#박보검 #ParkBoGum #パクボゴム
#朴寶劍 #พัคโบก…",rt 210621 190621 coca cola summer trip 2 years ago 박보검 parkbogum パクボゴム 朴寶劍 พคโบก,neutral,0.0
"RT @parkbogumfamiIy: 21.06.21 🤗 
19.06.21 | Coke Summer Trip Commercial

2 years ago . . .  . . ✍️ @BOGUMMY 

#박보검 #ParkBoGum #パクボゴム
#朴寶劍 #…",rt 210621 190621 coke summer trip commercial 2 years ago 박보검 parkbogum パクボゴム 朴寶劍,neutral,0.0
"RT @Prashanth_NS: Watch #video on how to use rook ceph storage on #Kubernetes

https://t.co/fY2X1uR414
 
#Azure #DevOps #programfolback #Ar…",rt watch video use rook ceph storage kubernetes azu devops programfolback,neutral,0.0
"RT @GaloreFinds: On this day in 1894...
Coca-Cola is sold in glass bottles for the first time! 
#History #CocaCola #antiques #vintage #Frid…",rt day 1894 cocacola sold glass bottles first time history cocacola antiques vintage frid,positive,0.25
RT @RajitaBagga: Cristiano Ronaldo’s removal of two Coca-Cola bottles during a press conference at the European Championship has coincided…,rt cristiano ronaldos moval two cocacola bottles pss confence european championship coincided,neutral,0.0
RT @DeploraBRUISER: @Justme99799454 @RenownVet01 @LandoGriffin13 @adfigg @tony_florida2 @Formidious @HelenMi84029314 @lucy_sher @steroberts…,rt,neutral,0.0
#CocaCola support everyone to enjoy on holidays and weekend🍕🏠🎉 drank it in limited amount not in hugely Don't deny… https://t.co/eKpaRkSmHS,cocacola support everyone enjoy holidays weekend drank limited amount hugely dont deny,positive,0.4
Ronaldo’s action of removing Coke was noble but he could have simply avoided playing a league sponsored by the bran… https://t.co/abxYZ7LW20,ronaldos action moving coke noble could simply avoided playing league sponsod bran,positive,0.1
RT @CottageCindy: Save up to 15% Selected items across all categories https://t.co/rFTil8LnH0 via @eBay #bluedog #Disney #cocacola #Alabast…,rt save 15 selected items across categories via bluedog disney cocacola alabast,neutral,0.0
"Coca Cola Trade Day is coming to our depot 🥳

Visit us on Wednesday 23rd June and check out the wide range we stock… https://t.co/Flv5hTcOzo",coca cola trade day coming depot visit us wednesday 23rd june check wide range stock,negative,-0.1
"Click the Given Link
#BenSimmons #GoodMonday #PrimeDay #Hawks #Philly #Morty #76ers #Embiid #HIAC #Life #ネプリーグ… https://t.co/6fu5hXFHFR",click given link bensimmons goodmonday primeday hawks philly morty 76ers embiid hiac life ネプリーグ,neutral,0.0
"RT @MsCyn216: PRICE DROP!

Vintage 1993 7"" Plush Stuffed Official Coca Cola Polar Bear Cub
#Vintage #1990s #Plush #Stuffed #Official #CocaC…",rt price drop vintage 1993 7 plush stuffed official coca cola polar bear cub vintage 1990s plush stuffed official cocac,negative,-0.08333333333333333
"#CocaCola Diversity Policy Risks Violating Anti-Discrimination Laws, Shareholders Warn

https://t.co/r76ny88wm8",cocacola diversity policy risks violating antidiscrimination laws shaholders warn,neutral,0.0
"Hopes of getting a raise dropped harder than @cocacola stocks!

https://t.co/IfLunl18Ma -JOIN THE MOVEMENT- INDIA A… https://t.co/DdOA1Trjrx",hopes getting raise dropped harder stocks join movement india,negative,-0.1
So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Desert_Exchange #poshmark #fashion… https://t.co/aZBNBWjOf9,good sha check items loving poshmark fashion,positive,0.6
RT @PuriVirender: @1953_rvc @smita_muk @yogrishiramdev 's criticism of #Cocacola was due to his concern about the health of his fellow Indi…,rt criticism cocacola due concern health fellow,negative,-0.125
"RT @Puds_Army: My awesome mum got these Coca Cola lip balms for them 🥤
Aren’t they cute! ❤️🤎🥰🤎❤️
#smartdoll #CocaCola https://t.co/eefr2GxK…",rt awesome mum got coca cola lip balms ant cute smartdoll cocacola,positive,0.5
"Euro 2020 Teams Threatened
#Euro202 #CR7 #Ronaldo #CocaCola https://t.co/oqciaEB4EU",euro 2020 teams thatened euro202 cr7 ronaldo cocacola,neutral,0.0
"Cristiano Ronaldo is selling his Trump Tower apartment at a tremendous $10 million loss.

Full story:… https://t.co/uXaaLbq8O5",cristiano ronaldo selling trump tower apartment tmendous 10 million loss full story,positive,0.35
"RT @aral: Coca-Cola: Palestine is offensive. Israel is kosher.

https://t.co/ODQReJQkBy

#Palestine #FreePalestine #BoycottDivestmentSancti…",rt cocacola palestine offensive israel kosher palestine fepalestine boycottdivestmentsancti,neutral,0.0
"RT @esm_magazine: ""We have to meet consumers where they want to be"" James Quincey of @CocaCola on how the business is seeking to keep the c…",rt meet consumers whe james quincey business seeking keep,neutral,0.0
"""We have to meet consumers where they want to be"" James Quincey of @CocaCola on how the business is seeking to keep… https://t.co/XwCF6fruDm",meet consumers whe james quincey business seeking keep,neutral,0.0
"#CocaCola still dominates EMEA #sport #sponsorship, representing over a quarter of #brand spend in the region. Read… https://t.co/8V964M62qp",cocacola still dominates emea sport sponsorship psenting quarter brand spend gion,neutral,0.0
"I'm just happier as a person.  It's amazing how much happier I am.  Wow.
#CocaCola #Ford #Disney",happier person amazing much happier wow cocacola ford disney,positive,0.15000000000000002
RT @bleedingcool: ICYMI: Coca-Cola To Sponsor Free Comic Book Day For 2021 #cocacola #fcbd #freecomicbookday #comics #coke https://t.co/Lv4…,rt icymi cocacola sponsor fe comic book day 2021 cocacola fcbd fecomicbookday comics coke,positive,0.25
"RT @skoosh_30: Happiness 2020
18x24 inches 
Oilpainting
#oilpainting #paint #art #coke #cocacola https://t.co/IAP9R5myA9",rt happiness 2020 18x24 inches oilpainting oilpainting paint art coke cocacola,neutral,0.0
ICYMI: Coca-Cola To Sponsor Free Comic Book Day For 2021 #cocacola #fcbd #freecomicbookday #comics #coke https://t.co/Lv41A2UZ37,icymi cocacola sponsor fe comic book day 2021 cocacola fcbd fecomicbookday comics coke,positive,0.25
"Is it lunch time yet? Sometimes you just need a slice and a Coke!
.
.
.
.
#MellowMushroom #AtlPizza… https://t.co/iyw02VmzQR",lunch time yet sometimes need slice coke mellowmushroom atlpizza,neutral,0.0
"RT @EdithOliviere: Today I’m offline. What are you guys doing?😘😘😘

#CocaCola 
#tuesdayvibe 
#Flirt4Free https://t.co/lg5CtmYHZe",rt today offline guys cocacola tuesdayvibe flirt4fe,neutral,0.0
"#CocaCola loses $4 billion after #CristianoRonaldo removes soft drink bottles at presser...
@KaalaPak https://t.co/fb6F1jDK0n",cocacola loses 4 billion cristianoronaldo moves soft drink bottles psser,positive,0.1
Not respecting their brand colour 😔#cocacola https://t.co/OKoHYXYtLd,specting brand colour cocacola,neutral,0.0
"https://t.co/RTCzte16Ky
#ronaldococacola #Messi #CocaCola 

Kid asked for COCACOLA but gets MILK instead... https://t.co/S2aGjmpgmI",ronaldococacola messi cocacola kid asked cocacola gets milk instead,neutral,0.0
Coca-Cola souvenir bottles back at Galaxy’s Edge at Disneyland - https://t.co/ZdSraCAXVV #StarWars #FanthaTracks… https://t.co/b44ENWqU5h,cocacola souvenir bottles back galaxys edge disneyland starwars fanthatracks,neutral,0.0
"Ronaldo made his choice. When will you?

HOST IT SMART is here to guide you. Connect with us on 079-3507-9700 or ch… https://t.co/sz418d4sFu",ronaldo made choice host smart guide connect us 07935079700 ch,positive,0.21428571428571427
Done!  #CocaCola #water https://t.co/phldjPNB0n,done cocacola water,neutral,0.0
"I guess at least @CocaCola arent hiding who they are: violently amoral capitalists.
#Coke prefer to outsource eg. d… https://t.co/KaGQruQCs8",guess least ant hiding violently amoral capitalists coke pfer outsource,negative,-0.55
